Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Next day is SchoolHoliday,Next day is StateHoliday,Next day is a Promo,Next day is Open
2015-05-30,500,6,6794,494,1,0,0,0,0,0,0,0
2015-05-30,499,6,6886,854,1,0,0,0,0,0,0,0
2015-05-30,497,6,7480,903,1,0,0,0,0,0,0,0
2015-05-30,496,6,9824,898,1,0,0,0,0,0,0,0
2015-05-30,494,6,7198,905,1,0,0,0,0,0,0,1
2015-05-30,493,6,10385,968,1,0,0,0,0,0,0,0
2015-05-30,523,6,16984,1842,1,0,0,0,0,0,0,0
2015-05-30,524,6,7369,760,1,0,0,0,0,0,0,1
2015-05-30,280,6,6541,523,1,0,0,0,0,0,0,0
2015-05-30,555,6,5375,461,1,0,0,0,0,0,0,0
2015-05-30,553,6,10956,1031,1,0,0,0,0,0,0,0
2015-05-30,550,6,8674,672,1,0,0,0,0,0,0,0
2015-05-30,549,6,4428,452,1,0,0,0,0,0,0,0
2015-05-30,546,6,13628,1517,1,0,0,0,0,0,0,0
2015-05-30,544,6,11207,1599,1,0,0,0,0,0,0,0
2015-05-30,543,6,1572,164,1,0,0,0,0,0,0,0
2015-05-30,526,6,9943,1265,1,0,0,0,0,0,0,0
2015-05-30,527,6,12813,1084,1,0,0,0,0,0,0,0
2015-05-30,530,6,5257,888,1,0,0,0,0,0,0,1
2015-05-30,531,6,5279,556,1,0,0,0,0,0,0,0
2015-05-30,537,6,5305,518,1,0,0,0,0,0,0,0
2015-05-30,538,6,2195,324,1,0,0,0,0,0,0,0
2015-05-30,539,6,14379,1263,1,0,0,0,0,0,0,0
2015-05-30,533,6,8547,669,1,0,0,0,0,0,0,0
2015-05-30,490,6,10226,1166,1,0,0,0,0,0,0,0
2015-05-30,489,6,3640,345,1,0,0,0,0,0,0,0
2015-05-30,488,6,3571,371,1,0,0,0,0,0,0,0
2015-05-30,449,6,8854,1166,1,0,0,0,0,0,0,0
2015-05-30,446,6,3163,378,1,0,0,0,0,0,0,0
2015-05-30,438,6,5397,533,1,0,0,0,0,0,0,0
2015-05-30,437,6,10902,1145,1,0,0,0,0,0,0,0
2015-05-30,435,6,2624,247,1,0,0,0,0,0,0,0
2015-05-30,421,6,16767,1533,1,0,0,0,0,0,0,0
2015-05-30,422,6,4164,396,1,0,0,0,0,0,0,0
2015-05-30,424,6,9971,982,1,0,0,0,0,0,0,0
2015-05-30,426,6,4405,555,1,0,0,0,0,0,0,0
2015-05-30,429,6,5177,446,1,0,0,0,0,0,0,0
2015-05-30,432,6,7376,1021,1,0,0,0,0,0,0,0
2015-05-30,433,6,4207,458,1,0,0,0,0,0,0,1
2015-05-30,428,6,6236,501,1,0,0,0,0,0,0,0
2015-05-30,419,6,5574,838,1,0,0,0,0,0,0,0
2015-05-30,487,6,8500,836,1,0,0,0,0,0,0,0
2015-05-30,484,6,10793,962,1,0,0,0,0,0,0,0
2015-05-30,483,6,2234,276,1,0,0,0,0,0,0,0
2015-05-30,482,6,11604,1267,1,0,0,0,0,0,0,0
2015-05-30,477,6,6297,464,1,0,0,0,0,0,0,0
2015-05-30,475,6,6486,1011,1,0,0,0,0,0,0,0
2015-05-30,471,6,7576,631,1,0,0,0,0,0,0,0
2015-05-30,458,6,11467,975,1,0,0,0,0,0,0,0
2015-05-30,459,6,6933,851,1,0,0,0,0,0,0,0
2015-05-30,461,6,5756,534,1,0,0,0,0,0,0,0
2015-05-30,462,6,4541,704,1,0,0,0,0,0,0,0
2015-05-30,465,6,9703,705,1,0,0,0,0,0,0,0
2015-05-30,467,6,14075,1575,1,0,0,0,0,0,0,0
2015-05-30,463,6,3857,571,1,0,0,0,0,0,0,0
2015-05-30,279,6,11723,874,1,0,0,0,0,0,0,0
2015-05-30,95,6,4132,563,1,0,0,0,0,0,0,0
2015-05-30,92,6,7319,611,1,0,0,0,0,0,0,0
2015-05-30,91,6,3824,437,1,0,0,0,0,0,0,0
2015-05-30,89,6,4708,439,1,0,0,0,0,0,0,0
2015-05-30,87,6,5311,618,1,0,0,0,0,0,0,0
2015-05-30,75,6,6417,674,1,0,0,0,0,0,0,0
2015-05-30,76,6,8396,875,1,0,0,0,0,0,0,0
2015-05-30,102,6,7723,1057,1,0,0,0,0,0,0,0
2015-05-30,77,6,8493,740,1,0,0,0,0,0,0,0
2015-05-30,81,6,9087,695,1,0,0,0,0,0,0,0
2015-05-30,78,6,3598,426,1,0,0,0,0,0,0,0
2015-05-30,70,6,7046,685,1,0,0,0,0,0,0,0
2015-05-30,105,6,3849,349,1,0,0,0,0,0,0,0
2015-05-30,135,6,7491,677,1,0,0,0,0,0,0,0
2015-05-30,134,6,3334,318,1,0,0,0,0,0,0,0
2015-05-30,132,6,8906,769,1,0,0,0,0,0,0,0
2015-05-30,130,6,4591,485,1,0,0,0,0,0,0,0
2015-05-30,129,6,8349,1025,1,0,0,0,0,0,0,0
2015-05-30,128,6,9457,732,1,0,0,0,0,0,0,0
2015-05-30,127,6,6197,761,1,0,0,0,0,0,0,0
2015-05-30,125,6,10561,1403,1,0,0,0,0,0,0,0
2015-05-30,124,6,3832,387,1,0,0,0,0,0,0,0
2015-05-30,123,6,5267,569,1,0,0,0,0,0,0,0
2015-05-30,122,6,7355,955,1,0,0,0,0,0,0,1
2015-05-30,121,6,3229,283,1,0,0,0,0,0,0,0
2015-05-30,120,6,7445,644,1,0,0,0,0,0,0,0
2015-05-30,107,6,9161,1117,1,0,0,0,0,0,0,0
2015-05-30,108,6,14820,1018,1,0,0,0,0,0,0,0
2015-05-30,109,6,5792,657,1,0,0,0,0,0,0,0
2015-05-30,111,6,7451,649,1,0,0,0,0,0,0,0
2015-05-30,104,6,12236,1570,1,0,0,0,0,0,0,0
2015-05-30,112,6,5951,736,1,0,0,0,0,0,0,0
2015-05-30,115,6,11378,757,1,0,0,0,0,0,0,0
2015-05-30,117,6,2528,304,1,0,0,0,0,0,0,0
2015-05-30,118,6,10566,899,1,0,0,0,0,0,0,0
2015-05-30,119,6,5627,550,1,0,0,0,0,0,0,0
2015-05-30,113,6,6767,688,1,0,0,0,0,0,0,0
2015-05-30,67,6,6480,566,1,0,0,0,0,0,0,0
2015-05-30,30,6,4659,661,1,0,0,0,0,0,0,0
2015-05-30,27,6,8112,908,1,0,0,0,0,0,0,0
2015-05-30,25,6,10986,1386,1,0,0,0,0,0,0,0
2015-05-30,21,6,5535,559,1,0,0,0,0,0,0,0
2015-05-30,20,6,7484,616,1,0,0,0,0,0,0,0
2015-05-30,1,6,5592,580,1,0,0,0,0,0,0,0
2015-05-30,2,6,3447,513,1,0,0,0,0,0,0,0
2015-05-30,3,6,4542,458,1,0,0,0,0,0,0,0
2015-05-30,4,6,12187,1590,1,0,0,0,0,0,0,0
2015-05-30,6,6,3756,394,1,0,0,0,0,0,0,0
2015-05-30,7,6,6428,668,1,0,0,0,0,0,0,0
2015-05-30,9,6,7474,615,1,0,0,0,0,0,0,0
2015-05-30,10,6,5419,578,1,0,0,0,0,0,0,0
2015-05-30,12,6,7010,763,1,0,0,0,0,0,0,0
2015-05-30,13,6,5518,395,1,0,0,0,0,0,0,0
2015-05-30,8,6,4692,475,1,0,0,0,0,0,0,0
2015-05-30,33,6,10012,919,1,0,0,0,0,0,0,0
2015-05-30,66,6,5725,555,1,0,0,0,0,0,0,0
2015-05-30,64,6,12606,962,1,0,0,0,0,0,0,0
2015-05-30,57,6,8666,771,1,0,0,0,0,0,0,0
2015-05-30,56,6,11791,749,1,0,0,0,0,0,0,0
2015-05-30,55,6,3855,415,1,0,0,0,0,0,0,0
2015-05-30,54,6,11627,1049,1,0,0,0,0,0,0,0
2015-05-30,53,6,4067,423,1,0,0,0,0,0,0,0
2015-05-30,37,6,8785,1000,1,0,0,0,0,0,0,0
2015-05-30,38,6,7175,653,1,0,0,0,0,0,0,0
2015-05-30,34,6,9249,1091,1,0,0,0,0,0,0,0
2015-05-30,44,6,3785,464,1,0,0,0,0,0,0,0
2015-05-30,45,6,6462,480,1,0,0,0,0,0,0,0
2015-05-30,43,6,4993,426,1,0,0,0,0,0,0,0
2015-05-30,241,6,7495,759,1,0,0,0,0,0,0,0
2015-05-30,239,6,6288,555,1,0,0,0,0,0,0,0
2015-05-30,238,6,6804,957,1,0,0,0,0,0,0,0
2015-05-30,237,6,4166,477,1,0,0,0,0,0,0,0
2015-05-30,236,6,5707,634,1,0,0,0,0,0,0,0
2015-05-30,233,6,11532,1062,1,0,0,0,0,0,0,0
2015-05-30,232,6,3742,353,1,0,0,0,0,0,0,0
2015-05-30,230,6,9421,1063,1,0,0,0,0,0,0,0
2015-05-30,229,6,8837,741,1,0,0,0,0,0,0,0
2015-05-30,228,6,9669,666,1,0,0,0,0,0,0,0
2015-05-30,227,6,5517,447,1,0,0,0,0,0,0,0
2015-05-30,226,6,6191,573,1,0,0,0,0,0,0,0
2015-05-30,225,6,4666,469,1,0,0,0,0,0,0,0
2015-05-30,212,6,4230,330,1,0,0,0,0,0,0,0
2015-05-30,213,6,8707,695,1,0,0,0,0,0,0,0
2015-05-30,215,6,8608,589,1,0,0,0,0,0,0,0
2015-05-30,217,6,5987,710,1,0,0,0,0,0,0,0
2015-05-30,220,6,4155,521,1,0,0,0,0,0,0,0
2015-05-30,224,6,8136,562,1,0,0,0,0,0,0,0
2015-05-30,210,6,3314,318,1,0,0,0,0,0,0,0
2015-05-30,243,6,5634,774,1,0,0,0,0,0,0,0
2015-05-30,245,6,11034,1090,1,0,0,0,0,0,0,0
2015-05-30,274,6,3974,896,1,0,0,0,0,0,0,1
2015-05-30,273,6,7886,736,1,0,0,0,0,0,0,0
2015-05-30,272,6,3714,395,1,0,0,0,0,0,0,0
2015-05-30,271,6,2950,280,1,0,0,0,0,0,0,0
2015-05-30,270,6,11093,1320,1,0,0,0,0,0,0,0
2015-05-30,269,6,7160,879,1,0,0,0,0,0,0,0
2015-05-30,268,6,3841,473,1,0,0,0,0,0,0,0
2015-05-30,265,6,3302,320,1,0,0,0,0,0,0,0
2015-05-30,264,6,6520,878,1,0,0,0,0,0,0,0
2015-05-30,261,6,8399,700,1,0,0,0,0,0,0,0
2015-05-30,260,6,6941,893,1,0,0,0,0,0,0,0
2015-05-30,246,6,6921,893,1,0,0,0,0,0,0,0
2015-05-30,247,6,8941,694,1,0,0,0,0,0,0,0
2015-05-30,250,6,10017,731,1,0,0,0,0,0,0,0
2015-05-30,251,6,21430,2962,1,0,0,0,0,0,0,0
2015-05-30,255,6,8034,763,1,0,0,0,0,0,0,0
2015-05-30,257,6,3509,395,1,0,0,0,0,0,0,0
2015-05-30,259,6,9875,2016,1,0,0,0,0,0,0,1
2015-05-30,253,6,4369,516,1,0,0,0,0,0,0,0
2015-05-30,139,6,4156,308,1,0,0,0,0,0,0,0
2015-05-30,207,6,8478,1032,1,0,0,0,0,0,0,0
2015-05-30,170,6,3069,346,1,0,0,0,0,0,0,0
2015-05-30,168,6,5348,471,1,0,0,0,0,0,0,0
2015-05-30,167,6,6052,699,1,0,0,0,0,0,0,0
2015-05-30,164,6,4581,446,1,0,0,0,0,0,0,0
2015-05-30,161,6,7772,818,1,0,0,0,0,0,0,0
2015-05-30,156,6,3424,364,1,0,0,0,0,0,0,0
2015-05-30,155,6,7733,759,1,0,0,0,0,0,0,0
2015-05-30,144,6,5382,533,1,0,0,0,0,0,0,0
2015-05-30,150,6,9015,824,1,0,0,0,0,0,0,0
2015-05-30,151,6,7077,660,1,0,0,0,0,0,0,0
2015-05-30,153,6,4320,398,1,0,0,0,0,0,0,0
2015-05-30,154,6,9272,769,1,0,0,0,0,0,0,0
2015-05-30,173,6,7606,882,1,0,0,0,0,0,0,0
2015-05-30,205,6,6920,840,1,0,0,0,0,0,0,0
2015-05-30,204,6,4940,416,1,0,0,0,0,0,0,0
2015-05-30,203,6,7488,905,1,0,0,0,0,0,0,0
2015-05-30,202,6,7350,626,1,0,0,0,0,0,0,0
2015-05-30,199,6,9707,775,1,0,0,0,0,0,0,0
2015-05-30,198,6,1018,122,1,0,0,0,0,0,0,0
2015-05-30,195,6,10533,1292,1,0,0,0,0,0,0,0
2015-05-30,194,6,4510,421,1,0,0,0,0,0,0,0
2015-05-30,191,6,7822,709,1,0,0,0,0,0,0,0
2015-05-30,176,6,3016,364,1,0,0,0,0,0,0,0
2015-05-30,177,6,1944,225,1,0,0,0,0,0,0,0
2015-05-30,178,6,8199,708,1,0,0,0,0,0,0,0
2015-05-30,179,6,7321,920,1,0,0,0,0,0,0,0
2015-05-30,181,6,3215,364,1,0,0,0,0,0,0,0
2015-05-30,182,6,6541,489,1,0,0,0,0,0,0,0
2015-05-30,185,6,6436,502,1,0,0,0,0,0,0,0
2015-05-30,186,6,3808,388,1,0,0,0,0,0,0,0
2015-05-30,187,6,4397,532,1,0,0,0,0,0,0,0
2015-05-30,188,6,5792,537,1,0,0,0,0,0,0,0
2015-05-30,183,6,8437,717,1,0,0,0,0,0,0,0
2015-05-30,557,6,3684,582,1,0,0,0,0,0,0,0
2015-05-30,559,6,3087,379,1,0,0,0,0,0,0,0
2015-05-30,939,6,7221,688,1,0,0,0,0,0,0,0
2015-05-30,936,6,6227,768,1,0,0,0,0,0,0,0
2015-05-30,935,6,4197,391,1,0,0,0,0,0,0,0
2015-05-30,934,6,6313,531,1,0,0,0,0,0,0,0
2015-05-30,932,6,4797,459,1,0,0,0,0,0,0,0
2015-05-30,930,6,8282,1316,1,0,0,0,0,0,0,0
2015-05-30,927,6,5592,756,1,0,0,0,0,0,0,0
2015-05-30,925,6,7428,1403,1,0,0,0,0,0,0,0
2015-05-30,924,6,2996,271,1,0,0,0,0,0,0,0
2015-05-30,911,6,8763,728,1,0,0,0,0,0,0,0
2015-05-30,913,6,9658,1234,1,0,0,0,0,0,0,0
2015-05-30,915,6,9215,724,1,0,0,0,0,0,0,0
2015-05-30,941,6,3877,406,1,0,0,0,0,0,0,0
2015-05-30,916,6,5758,726,1,0,0,0,0,0,0,0
2015-05-30,918,6,3064,345,1,0,0,0,0,0,0,0
2015-05-30,920,6,7500,631,1,0,0,0,0,0,0,0
2015-05-30,917,6,4170,410,1,0,0,0,0,0,0,0
2015-05-30,942,6,7098,544,1,0,0,0,0,0,0,0
2015-05-30,944,6,9138,1472,1,0,0,0,0,0,0,0
2015-05-30,975,6,6465,561,1,0,0,0,0,0,0,0
2015-05-30,973,6,7474,786,1,0,0,0,0,0,0,0
2015-05-30,972,6,2016,204,1,0,0,0,0,0,0,0
2015-05-30,970,6,1421,142,1,0,0,0,0,0,0,0
2015-05-30,969,6,2993,489,1,0,0,0,0,0,0,0
2015-05-30,968,6,6847,737,1,0,0,0,0,0,0,0
2015-05-30,967,6,6342,629,1,0,0,0,0,0,0,0
2015-05-30,965,6,6872,740,1,0,0,0,0,0,0,0
2015-05-30,962,6,6299,817,1,0,0,0,0,0,0,0
2015-05-30,960,6,7146,571,1,0,0,0,0,0,0,0
2015-05-30,948,6,6415,1426,1,0,0,0,0,0,0,1
2015-05-30,949,6,3433,405,1,0,0,0,0,0,0,0
2015-05-30,950,6,3790,361,1,0,0,0,0,0,0,0
2015-05-30,951,6,8671,801,1,0,0,0,0,0,0,0
2015-05-30,957,6,7078,648,1,0,0,0,0,0,0,0
2015-05-30,976,6,4971,481,1,0,0,0,0,0,0,0
2015-05-30,908,6,2866,241,1,0,0,0,0,0,0,0
2015-05-30,870,6,5375,677,1,0,0,0,0,0,0,0
2015-05-30,868,6,11593,721,1,0,0,0,0,0,0,0
2015-05-30,864,6,3183,460,1,0,0,0,0,0,0,0
2015-05-30,859,6,9446,856,1,0,0,0,0,0,0,0
2015-05-30,858,6,4340,348,1,0,0,0,0,0,0,0
2015-05-30,855,6,5046,474,1,0,0,0,0,0,0,0
2015-05-30,842,6,22632,1305,1,0,0,0,0,0,0,0
2015-05-30,843,6,10100,1209,1,0,0,0,0,0,0,0
2015-05-30,845,6,5985,394,1,0,0,0,0,0,0,0
2015-05-30,871,6,10482,721,1,0,0,0,0,0,0,0
2015-05-30,846,6,8048,702,1,0,0,0,0,0,0,0
2015-05-30,849,6,10635,1013,1,0,0,0,0,0,0,0
2015-05-30,850,6,6570,626,1,0,0,0,0,0,0,0
2015-05-30,851,6,6730,534,1,0,0,0,0,0,0,0
2015-05-30,853,6,8484,880,1,0,0,0,0,0,0,0
2015-05-30,905,6,5401,798,1,0,0,0,0,0,0,0
2015-05-30,904,6,5635,462,1,0,0,0,0,0,0,0
2015-05-30,903,6,12355,765,1,0,0,0,0,0,0,0
2015-05-30,902,6,4016,537,1,0,0,0,0,0,0,0
2015-05-30,901,6,5107,426,1,0,0,0,0,0,0,0
2015-05-30,899,6,2413,242,1,0,0,0,0,0,0,0
2015-05-30,898,6,2405,251,1,0,0,0,0,0,0,0
2015-05-30,897,6,4321,475,1,0,0,0,0,0,0,0
2015-05-30,896,6,7461,1142,1,0,0,0,0,0,0,0
2015-05-30,893,6,5605,700,1,0,0,0,0,0,0,0
2015-05-30,891,6,9205,1136,1,0,0,0,0,0,0,0
2015-05-30,890,6,6964,512,1,0,0,0,0,0,0,0
2015-05-30,889,6,3426,335,1,0,0,0,0,0,0,0
2015-05-30,875,6,4547,405,1,0,0,0,0,0,0,0
2015-05-30,876,6,3713,349,1,0,0,0,0,0,0,0
2015-05-30,877,6,5752,743,1,0,0,0,0,0,0,0
2015-05-30,879,6,3634,342,1,0,0,0,0,0,0,0
2015-05-30,880,6,6151,569,1,0,0,0,0,0,0,0
2015-05-30,873,6,2519,298,1,0,0,0,0,0,0,0
2015-05-30,881,6,3179,449,1,0,0,0,0,0,0,0
2015-05-30,885,6,5830,754,1,0,0,0,0,0,0,0
2015-05-30,887,6,6646,544,1,0,0,0,0,0,0,0
2015-05-30,888,6,10942,967,1,0,0,0,0,0,0,0
2015-05-30,882,6,6587,775,1,0,0,0,0,0,0,0
2015-05-30,839,6,2430,352,1,0,0,0,0,0,0,0
2015-05-30,979,6,5780,619,1,0,0,0,0,0,0,0
2015-05-30,1079,6,6692,547,1,0,0,0,0,0,0,0
2015-05-30,1078,6,5779,427,1,0,0,0,0,0,0,0
2015-05-30,1077,6,4026,379,1,0,0,0,0,0,0,0
2015-05-30,1074,6,5070,501,1,0,0,0,0,0,0,0
2015-05-30,1072,6,5099,459,1,0,0,0,0,0,0,0
2015-05-30,1071,6,6104,601,1,0,0,0,0,0,0,0
2015-05-30,1070,6,9422,1105,1,0,0,0,0,0,0,0
2015-05-30,1068,6,5735,372,1,0,0,0,0,0,0,0
2015-05-30,1066,6,11977,1109,1,0,0,0,0,0,0,0
2015-05-30,1054,6,3889,366,1,0,0,0,0,0,0,0
2015-05-30,1055,6,9188,1063,1,0,0,0,0,0,0,0
2015-05-30,1056,6,5476,518,1,0,0,0,0,0,0,0
2015-05-30,1058,6,6564,576,1,0,0,0,0,0,0,0
2015-05-30,1059,6,10361,1359,1,0,0,0,0,0,0,0
2015-05-30,1062,6,6313,555,1,0,0,0,0,0,0,0
2015-05-30,1115,6,9228,651,1,0,0,0,0,0,0,0
2015-05-30,1112,6,8977,764,1,0,0,0,0,0,0,0
2015-05-30,1110,6,4617,489,1,0,0,0,0,0,0,0
2015-05-30,1109,6,3717,334,1,0,0,0,0,0,0,0
2015-05-30,1105,6,6174,630,1,0,0,0,0,0,0,0
2015-05-30,1103,6,6026,437,1,0,0,0,0,0,0,0
2015-05-30,1102,6,6823,620,1,0,0,0,0,0,0,0
2015-05-30,1085,6,5628,564,1,0,0,0,0,0,0,0
2015-05-30,1086,6,3854,472,1,0,0,0,0,0,0,0
2015-05-30,1088,6,3755,333,1,0,0,0,0,0,0,0
2015-05-30,1089,6,12582,1113,1,0,0,0,0,0,0,0
2015-05-30,1083,6,6835,442,1,0,0,0,0,0,0,0
2015-05-30,1091,6,8143,624,1,0,0,0,0,0,0,0
2015-05-30,1094,6,6744,505,1,0,0,0,0,0,0,0
2015-05-30,1095,6,3521,538,1,0,0,0,0,0,0,0
2015-05-30,1096,6,6855,693,1,0,0,0,0,0,0,0
2015-05-30,978,6,7782,957,1,0,0,0,0,0,0,0
2015-05-30,1010,6,11948,1066,1,0,0,0,0,0,0,0
2015-05-30,1008,6,5305,682,1,0,0,0,0,0,0,0
2015-05-30,1006,6,7937,1054,1,0,0,0,0,0,0,0
2015-05-30,1005,6,5401,831,1,0,0,0,0,0,0,0
2015-05-30,1004,6,6511,544,1,0,0,0,0,0,0,0
2015-05-30,1001,6,4311,480,1,0,0,0,0,0,0,0
2015-05-30,1000,6,7568,640,1,0,0,0,0,0,0,0
2015-05-30,997,6,4610,398,1,0,0,0,0,0,0,0
2015-05-30,995,6,8675,759,1,0,0,0,0,0,0,0
2015-05-30,981,6,7962,732,1,0,0,0,0,0,0,0
2015-05-30,983,6,8464,1145,1,0,0,0,0,0,0,0
2015-05-30,985,6,9916,907,1,0,0,0,0,0,0,0
2015-05-30,986,6,4878,613,1,0,0,0,0,0,0,0
2015-05-30,989,6,3423,357,1,0,0,0,0,0,0,0
2015-05-30,992,6,3870,435,1,0,0,0,0,0,0,0
2015-05-30,993,6,6448,590,1,0,0,0,0,0,0,0
2015-05-30,1012,6,7496,649,1,0,0,0,0,0,0,0
2015-05-30,1045,6,5041,554,1,0,0,0,0,0,0,1
2015-05-30,1043,6,9571,1327,1,0,0,0,0,0,0,0
2015-05-30,1041,6,6591,603,1,0,0,0,0,0,0,0
2015-05-30,1039,6,9959,1214,1,0,0,0,0,0,0,0
2015-05-30,1038,6,7218,615,1,0,0,0,0,0,0,0
2015-05-30,1035,6,1922,235,1,0,0,0,0,0,0,0
2015-05-30,1033,6,12141,1016,1,0,0,0,0,0,0,0
2015-05-30,1031,6,4739,371,1,0,0,0,0,0,0,0
2015-05-30,1029,6,2007,262,1,0,0,0,0,0,0,0
2015-05-30,1016,6,5969,474,1,0,0,0,0,0,0,0
2015-05-30,1018,6,14263,1513,1,0,0,0,0,0,0,0
2015-05-30,1021,6,11404,1233,1,0,0,0,0,0,0,0
2015-05-30,1023,6,7327,731,1,0,0,0,0,0,0,0
2015-05-30,1025,6,7116,778,1,0,0,0,0,0,0,0
2015-05-30,1027,6,11524,1471,1,0,0,0,0,0,0,0
2015-05-30,838,6,9111,824,1,0,0,0,0,0,0,0
2015-05-30,558,6,3301,401,1,0,0,0,0,0,0,0
2015-05-30,660,6,2566,282,1,0,0,0,0,0,0,0
2015-05-30,658,6,4502,428,1,0,0,0,0,0,0,0
2015-05-30,655,6,10923,871,1,0,0,0,0,0,0,0
2015-05-30,654,6,2935,321,1,0,0,0,0,0,0,0
